Zeit;Kanal A
(ms);(V)

-4,98783965;0,51258000
-4,98773565;0,51258000
-4,98763165;0,51258000
-4,98752765;0,51258000
-4,98742365;0,51258000
-4,98731965;0,51258000
-4,98721565;0,51258000
-4,98711165;0,51258000
-4,98700765;0,51258000
-4,98690365;0,55933200
-4,98679965;0,46598180
-4,98669565;0,46598180
-4,98659165;0,46598180
-4,98648765;0,51258000
-4,98638365;0,51258000
-4,98627965;0,51258000
-4,98617565;0,51258000
-4,98607165;0,51258000
-4,98596765;0,51258000
-4,98586365;0,51258000
-4,98575965;0,51258000
-4,98565565;0,51258000
-4,98555165;0,51258000
-4,98544765;0,55933200
-4,98534365;0,51258000
-4,98523965;0,51258000
-4,98513565;0,51258000
-4,98503165;0,51258000
-4,98492765;0,51258000
-4,98482365;0,51258000
-4,98471965;0,51258000
-4,98461565;0,51258000
-4,98451165;0,51258000
-4,98440765;0,51258000
-4,98430365;0,55933200
-4,98419965;0,51258000
-4,98409565;0,51258000
-4,98399165;0,51258000
-4,98388765;0,51258000
-4,98378365;0,51258000
-4,98367965;0,51258000
-4,98357565;0,51258000
-4,98347165;0,51258000
-4,98336765;0,51258000
-4,98326365;0,51258000
-4,98315965;0,51258000
-4,98305565;0,46598180
-4,98295165;0,51258000
-4,98284765;0,51258000
-4,98274365;0,51258000
-4,98263965;0,51258000
-4,98253565;0,51258000
-4,98243165;0,51258000
-4,98232765;0,46598180
-4,98222365;0,55933200
-4,98211965;0,51258000
-4,98201565;0,51258000
-4,98191165;0,51258000
-4,98180765;0,51258000
-4,98170365;0,55933200
-4,98159965;0,46598180
-4,98149565;0,55933200
-4,98139165;0,51258000
-4,98128765;0,51258000
-4,98118365;0,51258000
-4,98107965;0,51258000
-4,98097565;0,51258000
-4,98087165;0,46598180
-4,98076765;0,51258000
-4,98066365;0,51258000
-4,98055965;0,51258000
-4,98045565;0,51258000
-4,98035165;0,51258000
-4,98024765;0,51258000
-4,98014365;0,51258000
-4,98003965;0,51258000
-4,97993565;0,51258000
-4,97983165;0,51258000
-4,97972765;0,51258000
-4,97962365;0,51258000
-4,97951965;0,51258000
-4,97941565;0,51258000
-4,97931165;0,51258000
-4,97920765;0,51258000
-4,97910365;0,51258000
-4,97899965;0,51258000
-4,97889565;0,51258000
-4,97879165;0,46598180
-4,97868765;0,51258000
-4,97858365;0,51258000
-4,97847965;0,51258000
-4,97837565;0,51258000
-4,97827165;0,51258000
-4,97816765;0,51258000
-4,97806365;0,46598180
-4,97795965;0,51258000
-4,97785565;0,51258000
-4,97775165;0,51258000
-4,97764765;0,51258000
-4,97754365;0,51258000
-4,97743965;0,51258000
-4,97733565;0,55933200
-4,97723165;0,51258000
-4,97712765;0,51258000
-4,97702365;0,51258000
-4,97691965;0,51258000
-4,97681565;0,51258000
-4,97671165;0,51258000
-4,97660765;0,51258000
-4,97650365;0,51258000
-4,97639965;0,51258000
-4,97629565;0,51258000
-4,97619165;0,51258000
-4,97608765;0,51258000
-4,97598365;0,51258000
-4,97587965;0,51258000
-4,97577565;0,51258000
-4,97567165;0,51258000
-4,97556765;0,51258000
-4,97546365;0,51258000
-4,97535965;0,46598180
-4,97525565;0,51258000
-4,97515165;0,51258000
-4,97504765;0,51258000
-4,97494365;0,46598180
-4,97483965;0,51258000
-4,97473565;0,51258000
-4,97463165;0,51258000
-4,97452765;0,51258000
-4,97442365;0,51258000
-4,97431965;0,51258000
-4,97421565;0,51258000
-4,97411165;0,51258000
-4,97400765;0,51258000
-4,97390365;0,51258000
-4,97379965;0,51258000
-4,97369565;0,51258000
-4,97359165;0,51258000
-4,97348765;0,51258000
-4,97338365;0,51258000
-4,97327965;0,51258000
-4,97317565;0,51258000
-4,97307165;0,55933200
-4,97296765;0,51258000
-4,97286365;0,51258000
-4,97275965;0,51258000
-4,97265565;0,51258000
-4,97255165;0,55933200
-4,97244765;0,51258000
-4,97234365;0,51258000
-4,97223965;0,51258000
-4,97213565;0,51258000
-4,97203165;0,51258000
-4,97192765;0,51258000
-4,97182365;0,51258000
-4,97171965;0,51258000
-4,97161565;0,55933200
-4,97151165;0,55933200
-4,97140765;0,51258000
-4,97130365;0,51258000
-4,97119965;0,51258000
-4,97109565;0,55933200
-4,97099165;0,51258000
-4,97088765;0,55933200
-4,97078365;0,46598180
-4,97067965;0,51258000
-4,97057565;0,51258000
-4,97047165;0,51258000
-4,97036765;0,51258000
-4,97026365;0,55933200
-4,97015965;0,51258000
-4,97005565;0,51258000
-4,96995165;0,51258000
-4,96984765;0,51258000
-4,96974365;0,51258000
-4,96963965;0,51258000
-4,96953565;0,51258000
-4,96943165;0,51258000
-4,96932765;0,55933200
-4,96922365;0,46598180
-4,96911965;0,51258000
-4,96901565;0,51258000
-4,96891165;0,51258000
-4,96880765;0,51258000
-4,96870365;0,51258000
-4,96859965;0,51258000
-4,96849565;0,51258000
-4,96839165;0,55933200
-4,96828765;0,51258000
-4,96818365;0,51258000
-4,96807965;0,51258000
-4,96797565;0,51258000
-4,96787165;0,51258000
-4,96776765;0,51258000
-4,96766365;0,46598180
-4,96755965;0,51258000
-4,96745565;0,51258000
-4,96735165;0,51258000
-4,96724765;0,51258000
-4,96714365;0,51258000
-4,96703965;0,51258000
-4,96693565;0,51258000
-4,96683165;0,51258000
-4,96672765;0,51258000
-4,96662365;0,51258000
-4,96651965;0,55933200
-4,96641565;0,46598180
-4,96631165;0,51258000
-4,96620765;0,51258000
-4,96610365;0,51258000
-4,96599965;0,51258000
-4,96589565;0,55933200
-4,96579165;0,51258000
-4,96568765;0,51258000
-4,96558365;0,51258000
-4,96547965;0,51258000
-4,96537565;0,51258000
-4,96527165;0,51258000
-4,96516765;0,46598180
-4,96506365;0,51258000
-4,96495965;0,51258000
-4,96485565;0,51258000
-4,96475165;0,51258000
-4,96464765;0,51258000
-4,96454365;0,51258000
-4,96443965;0,51258000
-4,96433565;0,51258000
-4,96423165;0,51258000
-4,96412765;0,51258000
-4,96402365;0,51258000
-4,96391965;0,51258000
-4,96381565;0,51258000
-4,96371165;0,46598180
-4,96360765;0,51258000
-4,96350365;0,46598180
-4,96339965;0,51258000
-4,96329565;0,51258000
-4,96319165;0,51258000
-4,96308765;0,51258000
-4,96298365;0,51258000
-4,96287965;0,46598180
-4,96277565;0,51258000
-4,96267165;0,51258000
-4,96256765;0,51258000
-4,96246365;0,51258000
-4,96235965;0,51258000
-4,96225565;0,51258000
-4,96215165;0,55933200
-4,96204765;0,51258000
-4,96194365;0,51258000
-4,96183965;0,51258000
-4,96173565;0,51258000
-4,96163165;0,46598180
-4,96152765;0,51258000
-4,96142365;0,51258000
-4,96131965;0,51258000
-4,96121565;0,51258000
-4,96111165;0,51258000
-4,96100765;0,51258000
-4,96090365;0,51258000
-4,96079965;0,51258000
-4,96069565;0,55933200
-4,96059165;0,46598180
-4,96048765;0,51258000
-4,96038365;0,51258000
-4,96027965;0,55933200
-4,96017565;0,51258000
-4,96007165;0,51258000
-4,95996765;0,51258000
-4,95986365;0,51258000
-4,95975965;0,51258000
-4,95965565;0,51258000
-4,95955165;0,51258000
-4,95944765;0,51258000
-4,95934365;0,51258000
-4,95923965;0,51258000
-4,95913565;0,51258000
-4,95903165;0,46598180
-4,95892765;0,51258000
-4,95882365;0,51258000
-4,95871965;0,51258000
-4,95861565;0,51258000
-4,95851165;0,55933200
-4,95840765;0,55933200
-4,95830365;0,51258000
-4,95819965;0,51258000
-4,95809565;0,51258000
-4,95799165;0,51258000
-4,95788765;0,51258000
-4,95778365;0,51258000
-4,95767965;0,51258000
-4,95757565;0,51258000
-4,95747165;0,51258000
-4,95736765;0,51258000
-4,95726365;0,51258000
-4,95715965;0,51258000
-4,95705565;0,51258000
-4,95695165;0,51258000
-4,95684765;0,51258000
-4,95674365;0,51258000
-4,95663965;0,51258000
-4,95653565;0,51258000
-4,95643165;0,51258000
-4,95632765;0,55933200
-4,95622365;0,51258000
-4,95611965;0,51258000
-4,95601565;0,51258000
-4,95591165;0,51258000
-4,95580765;0,51258000
-4,95570365;0,51258000
-4,95559965;0,51258000
-4,95549565;0,55933200
-4,95539165;0,51258000
-4,95528765;0,51258000
-4,95518365;0,51258000
-4,95507965;0,46598180
-4,95497565;0,51258000
-4,95487165;0,51258000
-4,95476765;0,51258000
-4,95466365;0,51258000
-4,95455965;0,46598180
-4,95445565;0,51258000
-4,95435165;0,51258000
-4,95424765;0,51258000
-4,95414365;0,51258000
-4,95403965;0,51258000
-4,95393565;0,51258000
-4,95383165;0,51258000
-4,95372765;0,51258000
-4,95362365;0,51258000
-4,95351965;0,51258000
-4,95341565;0,51258000
-4,95331165;0,51258000
-4,95320765;0,51258000
-4,95310365;0,51258000
-4,95299965;0,51258000
-4,95289565;0,46598180
-4,95279165;0,51258000
-4,95268765;0,51258000
-4,95258365;0,51258000
-4,95247965;0,51258000
-4,95237565;0,51258000
-4,95227165;0,51258000
-4,95216765;0,51258000
-4,95206365;0,51258000
-4,95195965;0,51258000
-4,95185565;0,51258000
-4,95175165;0,51258000
-4,95164765;0,46598180
-4,95154365;0,55933200
-4,95143965;0,51258000
-4,95133565;0,51258000
-4,95123165;0,51258000
-4,95112765;0,51258000
-4,95102365;0,46598180
-4,95091965;0,51258000
-4,95081565;0,51258000
-4,95071165;0,51258000
-4,95060765;0,51258000
-4,95050365;0,51258000
-4,95039965;0,46598180
-4,95029565;0,51258000
-4,95019165;0,46598180
-4,95008765;0,51258000
-4,94998365;0,51258000
-4,94987965;0,51258000
-4,94977565;0,51258000
-4,94967165;0,51258000
-4,94956765;0,51258000
-4,94946365;0,51258000
-4,94935965;0,51258000
-4,94925565;0,51258000
-4,94915165;0,51258000
-4,94904765;0,51258000
-4,94894365;0,51258000
-4,94883965;0,51258000
-4,94873565;0,51258000
-4,94863165;0,51258000
-4,94852765;0,51258000
-4,94842365;0,51258000
-4,94831965;0,51258000
-4,94821565;0,51258000
-4,94811165;0,46598180
-4,94800765;0,51258000
-4,94790365;0,51258000
-4,94779965;0,51258000
-4,94769565;0,46598180
-4,94759165;0,51258000
-4,94748765;0,51258000
-4,94738365;0,51258000
-4,94727965;0,51258000
-4,94717565;0,51258000
-4,94707165;0,51258000
-4,94696765;0,51258000
-4,94686365;0,51258000
-4,94675965;0,51258000
-4,94665565;0,51258000
-4,94655165;0,51258000
-4,94644765;0,51258000
-4,94634365;0,51258000
-4,94623965;0,51258000
-4,94613565;0,51258000
-4,94603165;0,46598180
-4,94592765;0,51258000
-4,94582365;0,51258000
-4,94571965;0,51258000
-4,94561565;0,51258000
-4,94551165;0,55933200
-4,94540765;0,46598180
-4,94530365;0,51258000
-4,94519965;0,51258000
-4,94509565;0,55933200
-4,94499165;0,51258000
-4,94488765;0,55933200
-4,94478365;0,51258000
-4,94467965;0,51258000
-4,94457565;0,51258000
-4,94447165;0,51258000
-4,94436765;0,46598180
-4,94426365;0,51258000
-4,94415965;0,51258000
-4,94405565;0,51258000
-4,94395165;0,51258000
-4,94384765;0,51258000
-4,94374365;0,51258000
-4,94363965;0,51258000
-4,94353565;0,46598180
-4,94343165;0,55933200
-4,94332765;0,51258000
-4,94322365;0,51258000
-4,94311965;0,51258000
-4,94301565;0,51258000
-4,94291165;0,51258000
-4,94280765;0,51258000
-4,94270365;0,51258000
-4,94259965;0,46598180
-4,94249565;0,51258000
-4,94239165;0,51258000
-4,94228765;0,51258000
-4,94218365;0,51258000
-4,94207965;0,51258000
-4,94197565;0,51258000
-4,94187165;0,51258000
-4,94176765;0,51258000
-4,94166365;0,46598180
-4,94155965;0,51258000
-4,94145565;0,51258000
-4,94135165;0,51258000
-4,94124765;0,55933200
-4,94114365;0,51258000
-4,94103965;0,51258000
-4,94093565;0,51258000
-4,94083165;0,46598180
-4,94072765;0,51258000
-4,94062365;0,51258000
-4,94051965;0,51258000
-4,94041565;0,51258000
-4,94031165;0,51258000
-4,94020765;0,51258000
-4,94010365;0,51258000
-4,93999965;0,51258000
-4,93989565;0,51258000
-4,93979165;0,51258000
-4,93968765;0,51258000
-4,93958365;0,51258000
-4,93947965;0,51258000
-4,93937565;0,46598180
-4,93927165;0,46598180
-4,93916765;0,51258000
-4,93906365;0,41938360
-4,93895965;0,51258000
-4,93885565;0,51258000
-4,93875165;0,51258000
-4,93864765;0,51258000
-4,93854365;0,51258000
-4,93843965;0,46598180
-4,93833565;0,51258000
-4,93823165;0,51258000
-4,93812765;0,51258000
-4,93802365;0,51258000
-4,93791965;0,51258000
-4,93781565;0,51258000
-4,93771165;0,51258000
-4,93760765;0,51258000
-4,93750365;0,51258000
-4,93739965;0,51258000
-4,93729565;0,51258000
-4,93719165;0,51258000
-4,93708765;0,51258000
-4,93698365;0,51258000
-4,93687965;0,51258000
-4,93677565;0,51258000
-4,93667165;0,51258000
-4,93656765;0,51258000
-4,93646365;0,46598180
-4,93635965;0,51258000
-4,93625565;0,51258000
-4,93615165;0,51258000
-4,93604765;0,51258000
-4,93594365;0,51258000
-4,93583965;0,51258000
-4,93573565;0,51258000
-4,93563165;0,51258000
-4,93552765;0,51258000
-4,93542365;0,51258000
-4,93531965;0,51258000
-4,93521565;0,51258000
-4,93511165;0,51258000
-4,93500765;0,51258000
-4,93490365;0,51258000
-4,93479965;0,51258000
-4,93469565;0,51258000
-4,93459165;0,55933200
-4,93448765;0,51258000
-4,93438365;0,51258000
-4,93427965;0,51258000
-4,93417565;0,51258000
-4,93407165;0,51258000
-4,93396765;0,51258000
-4,93386365;0,51258000
-4,93375965;0,51258000
-4,93365565;0,51258000
-4,93355165;0,51258000
-4,93344765;0,51258000
-4,93334365;0,51258000
-4,93323965;0,51258000
-4,93313565;0,51258000
-4,93303165;0,51258000
-4,93292765;0,51258000
-4,93282365;0,51258000
-4,93271965;0,46598180
-4,93261565;0,51258000
-4,93251165;0,51258000
-4,93240765;0,51258000
-4,93230365;0,51258000
-4,93219965;0,51258000
-4,93209565;0,51258000
-4,93199165;0,51258000
-4,93188765;0,51258000
-4,93178365;0,51258000
-4,93167965;0,51258000
-4,93157565;0,51258000
-4,93147165;0,51258000
-4,93136765;0,51258000
-4,93126365;0,51258000
-4,93115965;0,51258000
-4,93105565;0,51258000
-4,93095165;0,51258000
-4,93084765;0,51258000
-4,93074365;0,46598180
-4,93063965;0,51258000
-4,93053565;0,51258000
-4,93043165;0,51258000
-4,93032765;0,51258000
-4,93022365;0,51258000
-4,93011965;0,51258000
-4,93001565;0,51258000
-4,92991165;0,51258000
-4,92980765;0,51258000
-4,92970365;0,51258000
-4,92959965;0,51258000
-4,92949565;0,51258000
-4,92939165;0,51258000
-4,92928765;0,51258000
-4,92918365;0,51258000
-4,92907965;0,51258000
-4,92897565;0,51258000
-4,92887165;0,51258000
-4,92876765;0,51258000
-4,92866365;0,51258000
-4,92855965;0,51258000
-4,92845565;0,46598180
-4,92835165;0,51258000
-4,92824765;0,55933200
-4,92814365;0,51258000
-4,92803965;0,51258000
-4,92793565;0,51258000
-4,92783165;0,51258000
-4,92772765;0,51258000
-4,92762365;0,51258000
-4,92751965;0,51258000
-4,92741565;0,51258000
-4,92731165;0,51258000
-4,92720765;0,46598180
-4,92710365;0,51258000
-4,92699965;0,51258000
-4,92689565;0,51258000
-4,92679165;0,51258000
-4,92668765;0,51258000
-4,92658365;0,51258000
-4,92647965;0,46598180
-4,92637565;0,51258000
-4,92627165;0,51258000
-4,92616765;0,51258000
-4,92606365;0,51258000
-4,92595965;0,51258000
-4,92585565;0,51258000
-4,92575165;0,55933200
-4,92564765;0,51258000
-4,92554365;0,55933200
-4,92543965;0,51258000
-4,92533565;0,55933200
-4,92523165;0,51258000
-4,92512765;0,51258000
-4,92502365;0,46598180
-4,92491965;0,51258000
-4,92481565;0,51258000
-4,92471165;0,51258000
-4,92460765;0,51258000
-4,92450365;0,51258000
-4,92439965;0,51258000
-4,92429565;0,51258000
-4,92419165;0,51258000
-4,92408765;0,51258000
-4,92398365;0,51258000
-4,92387965;0,51258000
-4,92377565;0,51258000
-4,92367165;0,51258000
-4,92356765;0,51258000
-4,92346365;0,51258000
-4,92335965;0,51258000
-4,92325565;0,51258000
-4,92315165;0,51258000
-4,92304765;0,51258000
-4,92294365;0,55933200
-4,92283965;0,51258000
-4,92273565;0,51258000
-4,92263165;0,51258000
-4,92252765;0,51258000
-4,92242365;0,51258000
-4,92231965;0,51258000
-4,92221565;0,51258000
-4,92211165;0,51258000
-4,92200765;0,51258000
-4,92190365;0,51258000
-4,92179965;0,46598180
-4,92169565;0,51258000
-4,92159165;0,51258000
-4,92148765;0,55933200
-4,92138365;0,51258000
-4,92127965;0,46598180
-4,92117565;0,51258000
-4,92107165;0,46598180
-4,92096765;0,51258000
-4,92086365;0,51258000
-4,92075965;0,51258000
-4,92065565;0,51258000
-4,92055165;0,51258000
-4,92044765;0,51258000
-4,92034365;0,51258000
-4,92023965;0,51258000
-4,92013565;0,51258000
-4,92003165;0,51258000
-4,91992765;0,51258000
-4,91982365;0,51258000
-4,91971965;0,51258000
-4,91961565;0,46598180
-4,91951165;0,51258000
-4,91940765;0,51258000
-4,91930365;0,51258000
-4,91919965;0,55933200
-4,91909565;0,51258000
-4,91899165;0,51258000
-4,91888765;0,51258000
-4,91878365;0,51258000
-4,91867965;0,51258000
-4,91857565;0,51258000
-4,91847165;0,51258000
-4,91836765;0,51258000
-4,91826365;0,51258000
-4,91815965;0,46598180
-4,91805565;0,51258000
-4,91795165;0,51258000
-4,91784765;0,51258000
-4,91774365;0,46598180
-4,91763965;0,51258000
-4,91753565;0,51258000
-4,91743165;0,51258000
-4,91732765;0,51258000
-4,91722365;0,51258000
-4,91711965;0,46598180
-4,91701565;0,55933200
-4,91691165;0,51258000
-4,91680765;0,51258000
-4,91670365;0,51258000
-4,91659965;0,51258000
-4,91649565;0,51258000
-4,91639165;0,51258000
-4,91628765;0,51258000
-4,91618365;0,51258000
-4,91607965;0,46598180
-4,91597565;0,51258000
-4,91587165;0,51258000
-4,91576765;0,51258000
-4,91566365;0,51258000
-4,91555965;0,51258000
-4,91545565;0,51258000
-4,91535165;0,51258000
-4,91524765;0,55933200
-4,91514365;0,51258000
-4,91503965;0,51258000
-4,91493565;0,51258000
-4,91483165;0,51258000
-4,91472765;0,51258000
-4,91462365;0,51258000
-4,91451965;0,51258000
-4,91441565;0,51258000
-4,91431165;0,51258000
-4,91420765;0,51258000
-4,91410365;0,46598180
-4,91399965;0,51258000
-4,91389565;0,46598180
-4,91379165;0,51258000
-4,91368765;0,51258000
-4,91358365;0,51258000
-4,91347965;0,55933200
-4,91337565;0,51258000
-4,91327165;0,51258000
-4,91316765;0,55933200
-4,91306365;0,51258000
-4,91295965;0,51258000
-4,91285565;0,51258000
-4,91275165;0,51258000
-4,91264765;0,51258000
-4,91254365;0,55933200
-4,91243965;0,55933200
-4,91233565;0,51258000
-4,91223165;0,51258000
-4,91212765;0,51258000
-4,91202365;0,51258000
-4,91191965;0,51258000
-4,91181565;0,46598180
-4,91171165;0,55933200
-4,91160765;0,51258000
-4,91150365;0,51258000
-4,91139965;0,51258000
-4,91129565;0,51258000
-4,91119165;0,51258000
-4,91108765;0,51258000
-4,91098365;0,46598180
-4,91087965;0,51258000
-4,91077565;0,51258000
-4,91067165;0,51258000
-4,91056765;0,51258000
-4,91046365;0,51258000
-4,91035965;0,51258000
-4,91025565;0,51258000
-4,91015165;0,51258000
-4,91004765;0,51258000
-4,90994365;0,55933200
-4,90983965;0,51258000
-4,90973565;0,51258000
-4,90963165;0,51258000
-4,90952765;0,46598180
-4,90942365;0,46598180
-4,90931965;0,51258000
-4,90921565;0,51258000
-4,90911165;0,51258000
-4,90900765;0,51258000
-4,90890365;0,46598180
-4,90879965;0,51258000
-4,90869565;0,51258000
-4,90859165;0,51258000
-4,90848765;0,51258000
-4,90838365;0,51258000
-4,90827965;0,55933200
-4,90817565;0,41938360
-4,90807165;0,55933200
-4,90796765;0,51258000
-4,90786365;0,51258000
-4,90775965;0,51258000
-4,90765565;0,51258000
-4,90755165;0,51258000
-4,90744765;0,51258000
-4,90734365;0,51258000
-4,90723965;0,51258000
-4,90713565;0,51258000
-4,90703165;0,46598180
-4,90692765;0,51258000
-4,90682365;0,51258000
-4,90671965;0,46598180
-4,90661565;0,51258000
-4,90651165;0,46598180
-4,90640765;0,51258000
-4,90630365;0,51258000
-4,90619965;0,51258000
-4,90609565;0,51258000
-4,90599165;0,55933200
-4,90588765;0,51258000
-4,90578365;0,51258000
-4,90567965;0,51258000
-4,90557565;0,51258000
-4,90547165;0,51258000
-4,90536765;0,51258000
-4,90526365;0,46598180
-4,90515965;0,55933200
-4,90505565;0,46598180
-4,90495165;0,51258000
-4,90484765;0,51258000
-4,90474365;0,46598180
-4,90463965;0,55933200
-4,90453565;0,55933200
-4,90443165;0,46598180
-4,90432765;0,51258000
-4,90422365;0,51258000
-4,90411965;0,51258000
-4,90401565;0,46598180
-4,90391165;0,51258000
-4,90380765;0,51258000
-4,90370365;0,51258000
-4,90359965;0,51258000
-4,90349565;0,51258000
-4,90339165;0,51258000
-4,90328765;0,51258000
-4,90318365;0,46598180
-4,90307965;0,51258000
-4,90297565;0,55933200
-4,90287165;0,51258000
-4,90276765;0,51258000
-4,90266365;0,51258000
-4,90255965;0,51258000
-4,90245565;0,51258000
-4,90235165;0,51258000
-4,90224765;0,46598180
-4,90214365;0,51258000
-4,90203965;0,46598180
-4,90193565;0,51258000
-4,90183165;0,51258000
-4,90172765;0,51258000
-4,90162365;0,51258000
-4,90151965;0,55933200
-4,90141565;0,51258000
-4,90131165;0,51258000
-4,90120765;0,51258000
-4,90110365;0,55933200
-4,90099965;0,51258000
-4,90089565;0,51258000
-4,90079165;0,51258000
-4,90068765;0,51258000
-4,90058365;0,51258000
-4,90047965;0,51258000
-4,90037565;0,51258000
-4,90027165;0,51258000
-4,90016765;0,51258000
-4,90006365;0,55933200
-4,89995965;0,51258000
-4,89985565;0,51258000
-4,89975165;0,51258000
-4,89964765;0,51258000
-4,89954365;0,51258000
-4,89943965;0,51258000
-4,89933565;0,51258000
-4,89923165;0,51258000
-4,89912765;0,51258000
-4,89902365;0,51258000
-4,89891965;0,51258000
-4,89881565;0,51258000
-4,89871165;0,51258000
-4,89860765;0,51258000
-4,89850365;0,51258000
-4,89839965;0,51258000
-4,89829565;0,51258000
-4,89819165;0,51258000
-4,89808765;0,51258000
-4,89798365;0,46598180
-4,89787965;0,51258000
-4,89777565;0,51258000
-4,89767165;0,51258000
-4,89756765;0,51258000
-4,89746365;0,51258000
-4,89735965;0,51258000
-4,89725565;0,55933200
-4,89715165;0,51258000
-4,89704765;0,41938360
-4,89694365;0,51258000
-4,89683965;0,51258000
-4,89673565;0,51258000
-4,89663165;0,55933200
-4,89652765;0,51258000
-4,89642365;0,51258000
-4,89631965;0,51258000
-4,89621565;0,51258000
-4,89611165;0,46598180
-4,89600765;0,51258000
-4,89590365;0,51258000
-4,89579965;0,51258000
-4,89569565;0,51258000
-4,89559165;0,51258000
-4,89548765;0,51258000
-4,89538365;0,51258000
-4,89527965;0,51258000
-4,89517565;0,51258000
-4,89507165;0,51258000
-4,89496765;0,51258000
-4,89486365;0,51258000
-4,89475965;0,55933200
-4,89465565;0,51258000
-4,89455165;0,51258000
-4,89444765;0,51258000
-4,89434365;0,55933200
-4,89423965;0,51258000
-4,89413565;0,55933200
-4,89403165;0,51258000
-4,89392765;0,51258000
-4,89382365;0,46598180
-4,89371965;0,51258000
-4,89361565;0,46598180
-4,89351165;0,55933200
-4,89340765;0,51258000
-4,89330365;0,51258000
-4,89319965;0,51258000
-4,89309565;0,51258000
-4,89299165;0,51258000
-4,89288765;0,51258000
-4,89278365;0,51258000
-4,89267965;0,51258000
-4,89257565;0,51258000
-4,89247165;0,51258000
-4,89236765;0,55933200
-4,89226365;0,51258000
-4,89215965;0,51258000
-4,89205565;0,51258000
-4,89195165;0,51258000
-4,89184765;0,51258000
-4,89174365;0,51258000
-4,89163965;0,55933200
-4,89153565;0,51258000
-4,89143165;0,51258000
-4,89132765;0,51258000
-4,89122365;0,55933200
-4,89111965;0,51258000
-4,89101565;0,46598180
-4,89091165;0,51258000
-4,89080765;0,51258000
-4,89070365;0,46598180
-4,89059965;0,51258000
-4,89049565;0,51258000
-4,89039165;0,51258000
-4,89028765;0,51258000
-4,89018365;0,55933200
-4,89007965;0,51258000
-4,88997565;0,51258000
-4,88987165;0,51258000
-4,88976765;0,51258000
-4,88966365;0,51258000
-4,88955965;0,51258000
-4,88945565;0,46598180
-4,88935165;0,51258000
-4,88924765;0,51258000
-4,88914365;0,51258000
-4,88903965;0,51258000
-4,88893565;0,51258000
-4,88883165;0,46598180
-4,88872765;0,51258000
-4,88862365;0,51258000
