Zeit;Kanal A
(ms);(mV)

0,38499999;-2,97797700
0,38999999;-3,16437000
0,39499999;-2,97797700
0,39999999;-2,97797700
0,40499999;-3,16437000
0,40999999;-3,16437000
0,41499999;-3,72293300
0,41999999;-2,60580700
0,42499999;-3,35014700
0,42999999;-3,90871000
0,43499999;-3,16437000
0,43999999;-3,90871000
0,44499999;-2,97797700
0,44999999;-4,09510300
0,45499999;-4,09510300
0,45999999;-3,72293300
0,46499999;-2,79220000
0,46999999;-2,23363700
0,47499999;-3,35014700
0,47999999;-4,46727300
0,48499999;-3,53654000
0,48999999;-4,46727300
0,49499999;-5,39800700
0,49999999;-3,53654000
0,50499999;-4,28149600
0,50999999;-3,35014700
0,51499999;-3,35014700
0,51999999;-3,53654000
0,52499999;-4,46727300
0,52999999;-4,09510300
0,53499999;-4,46727300
0,53999999;-3,53654000
0,54499999;-4,65366600
0,54999999;-3,90871000
0,55499999;-6,51513300
0,55999999;-3,90871000
0,56499999;-5,39800700
0,56999999;-3,53654000
0,57499999;-3,53654000
0,57999999;-4,28149600
0,58499999;-4,83944400
0,58999999;-5,02583600
0,59499998;-3,90871000
0,59999998;-4,83944400
0,60499998;-4,09510300
0,60999998;-3,90871000
0,61499998;-4,09510300
0,61999998;-4,83944400
0,62499998;-4,83944400
0,62999998;-5,21222900
0,63499998;-3,90871000
0,63999998;-4,65366600
0,64499998;-3,72293300
0,64999998;-5,39800700
0,65499998;-4,09510300
0,65999998;-5,39800700
0,66499998;-4,83944400
0,66999998;-5,02583600
0,67499998;-4,83944400
0,67999998;-3,90871000
0,68499998;-4,83944400
0,68999998;-4,09510300
0,69499998;-3,72293300
0,69999998;-4,65366600
0,70499998;-4,83944400
0,70999998;-4,46727300
0,71499998;-3,90871000
0,71999998;-4,09510300
0,72499998;-4,09510300
0,72999998;-4,09510300
0,73499998;-4,83944400
0,73999998;-5,02583600
0,74499998;-3,72293300
0,74999998;-4,65366600
0,75499998;-4,83944400
0,75999998;-3,16437000
0,76499998;-4,83944400
0,76999998;-3,90871000
0,77499998;-5,02583600
0,77999998;-4,83944400
0,78499998;-5,02583600
0,78999998;-3,53654000
0,79499998;-4,83944400
0,79999998;-4,09510300
0,80499998;-4,09510300
0,80999998;-3,53654000
0,81499998;-3,90871000
0,81999998;-2,60580700
0,82499998;-4,65366600
0,82999998;-3,16437000
0,83499998;-3,90871000
0,83999998;-4,65366600
0,84499998;-3,16437000
0,84999998;-3,90871000
0,85499998;-2,23363700
0,85999998;-2,60580700
0,86499998;-2,97797700
0,86999998;-3,53654000
0,87499998;-3,16437000
0,87999998;-3,90871000
0,88499998;-2,79220000
0,88999998;-3,90871000
0,89499998;-2,60580700
0,89999998;-2,60580700
0,90499998;-2,04724400
0,90999998;-2,97797700
0,91499998;-2,04724400
0,91999998;-1,30290300
0,92499998;-3,53654000
0,92999998;-2,23363700
0,93499998;-2,97797700
0,93999998;-2,60580700
0,94499998;-2,23363700
0,94999998;-2,41941400
0,95499998;-1,86146600
0,95999998;-2,97797700
0,96499998;-1,67507400
0,96999998;-0,18577760
0,97499998;-2,60580700
0,97999998;-2,04724400
0,98499998;-2,41941400
0,98999997;-2,60580700
0,99499997;-2,23363700
0,99999997;-0,74434050
1,00499997;-2,04724400
1,00999997;-2,41941400
1,01499997;-1,67507400
1,01999997;-1,30290300
1,02499997;-1,86146600
1,02999997;-1,30290300
1,03499997;-1,67507400
1,03999997;-1,86146600
1,04499997;-1,30290300
1,04999997;-2,04724400
1,05499997;-0,55794780
1,05999997;-2,60580700
1,06499997;-2,04724400
1,06999997;-0,18577760
1,07499997;-1,48868100
1,07999997;-0,55794780
1,08499997;-1,67507400
1,08999997;-0,37217020
1,09499997;-0,74434050
1,09999997;-0,37217020
1,10499997;-1,30290300
1,10999997;-0,74434050
1,11499997;0,00000000
1,11999997;-0,55794780
1,12499997;-0,37217020
1,12999997;-0,18577760
1,13499997;-0,37217020
1,13999997;-0,37217020
1,14499997;1,48868100
1,14999997;-0,18577760
1,15499997;0,00000000
1,15999997;-0,37217020
1,16499997;0,37217020
1,16999997;-0,37217020
1,17499997;-1,11651100
1,17999997;0,55794780
1,18499997;-0,37217020
1,18999997;-0,18577760
1,19499997;0,00000000
1,19999997;0,00000000
1,20499997;0,55794780
1,20999997;0,00000000
1,21499997;0,18577760
1,21999997;0,18577760
1,22499997;0,55794780
1,22999997;0,93073320
1,23499997;0,18577760
1,23999997;0,55794780
1,24499997;0,37217020
1,24999997;0,55794780
1,25499997;0,37217020
1,25999997;-1,11651100
1,26499997;-0,18577760
1,26999997;0,18577760
1,27499997;-0,93073320
1,27999997;0,18577760
1,28499997;-0,74434050
1,28999997;0,18577760
1,29499997;-0,37217020
1,29999997;0,18577760
1,30499997;0,00000000
1,30999997;1,30290300
1,31499997;-0,18577760
1,31999997;0,55794780
1,32499997;0,93073320
1,32999997;0,55794780
1,33499997;-0,37217020
1,33999997;0,18577760
1,34499997;0,55794780
1,34999997;0,37217020
1,35499997;0,55794780
1,35999997;0,00000000
1,36499997;0,55794780
1,36999997;-0,93073320
1,37499997;-0,37217020
1,37999997;1,11651100
1,38499997;0,55794780
1,38999996;-0,37217020
1,39499996;-0,93073320
1,39999996;-0,74434050
1,40499996;-0,18577760
1,40999996;0,55794780
1,41499996;0,55794780
1,41999996;1,67507400
1,42499996;-0,55794780
1,42999996;0,55794780
1,43499996;2,60580700
1,43999996;-0,37217020
1,44499996;0,00000000
1,44999996;0,93073320
1,45499996;-1,48868100
1,45999996;0,18577760
1,46499996;0,74434050
1,46999996;0,18577760
1,47499996;0,00000000
1,47999996;-0,55794780
1,48499996;0,18577760
1,48999996;0,55794780
1,49499996;0,37217020
1,49999996;0,37217020
1,50499996;-0,37217020
1,50999996;0,93073320
1,51499996;0,00000000
1,51999996;0,18577760
1,52499996;-0,55794780
1,52999996;-0,74434050
1,53499996;-0,37217020
1,53999996;-0,55794780
1,54499996;0,18577760
1,54999996;1,11651100
1,55499996;-0,37217020
1,55999996;-0,18577760
1,56499996;1,11651100
1,56999996;-1,11651100
1,57499996;-0,74434050
1,57999996;0,18577760
1,58499996;-0,55794780
1,58999996;-0,37217020
1,59499996;-0,37217020
1,59999996;0,55794780
1,60499996;0,00000000
1,60999996;-0,74434050
1,61499996;0,55794780
1,61999996;0,00000000
1,62499996;-0,55794780
1,62999996;0,93073320
1,63499996;0,00000000
1,63999996;-0,18577760
1,64499996;0,00000000
1,64999996;-0,55794780
1,65499996;-1,11651100
1,65999996;-0,37217020
1,66499996;0,18577760
1,66999996;-0,37217020
1,67499996;-0,18577760
1,67999996;-0,18577760
1,68499996;-0,74434050
1,68999996;0,18577760
1,69499996;-0,18577760
1,69999996;0,00000000
1,70499996;-0,74434050
1,70999996;-1,11651100
1,71499996;0,00000000
1,71999996;0,55794780
1,72499996;-0,18577760
1,72999996;0,37217020
1,73499996;-0,74434050
1,73999996;-0,74434050
1,74499996;-0,18577760
1,74999996;-0,37217020
1,75499996;0,00000000
1,75999996;-0,37217020
1,76499996;0,00000000
1,76999996;0,55794780
1,77499996;0,74434050
1,77999996;-0,37217020
1,78499995;0,37217020
1,78999995;1,11651100
1,79499995;-0,55794780
1,79999995;-0,74434050
1,80499995;0,00000000
1,80999995;0,55794780
1,81499995;0,00000000
1,81999995;0,55794780
1,82499995;0,93073320
1,82999995;0,93073320
1,83499995;0,74434050
1,83999995;0,93073320
1,84499995;0,18577760
1,84999995;1,11651100
1,85499995;0,55794780
1,85999995;0,93073320
1,86499995;0,18577760
1,86999995;1,48868100
1,87499995;0,93073320
1,87999995;0,74434050
1,88499995;0,00000000
1,88999995;-0,18577760
1,89499995;0,55794780
1,89999995;2,04724400
1,90499995;1,48868100
1,90999995;1,67507400
1,91499995;0,18577760
1,91999995;0,55794780
1,92499995;0,93073320
1,92999995;0,55794780
1,93499995;0,55794780
1,93999995;0,55794780
1,94499995;0,93073320
1,94999995;2,41941400
1,95499995;0,55794780
1,95999995;1,30290300
1,96499995;1,48868100
1,96999995;1,11651100
1,97499995;0,55794780
1,97999995;2,41941400
1,98499995;2,04724400
1,98999995;0,74434050
1,99499995;0,93073320
1,99999995;1,30290300
2,00499995;1,11651100
2,00999995;1,30290300
2,01499995;1,30290300
2,01999995;0,93073320
2,02499995;0,93073320
2,02999995;0,55794780
2,03499995;2,23363700
2,03999995;0,93073320
2,04499995;1,86146600
2,04999995;1,86146600
2,05499995;1,67507400
2,05999995;2,04724400
2,06499995;2,04724400
2,06999995;2,04724400
2,07499995;1,48868100
2,07999995;2,79220000
2,08499995;2,41941400
2,08999995;1,11651100
2,09499995;1,67507400
2,09999995;1,67507400
2,10499995;1,48868100
2,10999995;1,86146600
2,11499995;2,79220000
2,11999995;2,23363700
2,12499995;1,86146600
2,12999995;1,30290300
2,13499995;1,86146600
2,13999995;2,41941400
2,14499995;2,79220000
2,14999995;0,55794780
2,15499995;2,60580700
2,15999995;1,86146600
2,16499995;3,35014700
2,16999995;1,86146600
2,17499995;1,86146600
2,17999994;3,35014700
2,18499994;1,30290300
2,18999994;1,48868100
2,19499994;1,86146600
2,19999994;2,60580700
2,20499994;3,16437000
2,20999994;2,23363700
2,21499994;2,41941400
2,21999994;2,23363700
2,22499994;3,35014700
2,22999994;3,72293300
2,23499994;2,79220000
2,23999994;3,16437000
2,24499994;3,53654000
2,24999994;2,41941400
2,25499994;2,04724400
2,25999994;2,23363700
2,26499994;1,86146600
2,26999994;3,53654000
2,27499994;2,97797700
2,27999994;2,41941400
2,28499994;2,41941400
2,28999994;3,35014700
2,29499994;1,86146600
2,29999994;2,97797700
2,30499994;0,74434050
2,30999994;3,35014700
2,31499994;2,23363700
2,31999994;3,53654000
2,32499994;3,16437000
2,32999994;3,72293300
2,33499994;2,23363700
2,33999994;2,41941400
2,34499994;2,60580700
2,34999994;4,46727300
2,35499994;2,23363700
2,35999994;3,53654000
2,36499994;2,60580700
2,36999994;2,04724400
2,37499994;2,41941400
2,37999994;3,72293300
2,38499994;3,35014700
2,38999994;2,60580700
2,39499994;2,23363700
2,39999994;2,41941400
2,40499994;3,35014700
2,40999994;2,97797700
2,41499994;2,60580700
2,41999994;3,16437000
2,42499994;4,28149600
2,42999994;3,35014700
2,43499994;4,28149600
2,43999994;2,79220000
2,44499994;2,41941400
2,44999994;1,48868100
2,45499994;3,35014700
2,45999994;3,35014700
2,46499994;3,72293300
2,46999994;3,16437000
2,47499994;2,04724400
2,47999994;2,97797700
2,48499994;3,35014700
2,48999994;2,23363700
2,49499994;2,79220000
2,49999994;3,53654000
2,50499994;1,86146600
2,50999994;2,79220000
2,51499994;2,79220000
2,51999994;2,97797700
2,52499994;2,60580700
2,52999994;3,35014700
2,53499994;2,04724400
2,53999994;3,35014700
2,54499994;2,79220000
2,54999994;3,53654000
2,55499994;3,35014700
2,55999994;3,72293300
2,56499994;2,41941400
2,56999994;2,79220000
2,57499993;2,23363700
2,57999993;2,60580700
2,58499993;3,16437000
2,58999993;1,86146600
2,59499993;2,41941400
2,59999993;2,41941400
2,60499993;2,97797700
2,60999993;1,86146600
2,61499993;2,04724400
2,61999993;2,41941400
2,62499993;2,79220000
2,62999993;2,41941400
2,63499993;1,48868100
2,63999993;2,79220000
2,64499993;3,16437000
2,64999993;2,23363700
2,65499993;2,23363700
2,65999993;1,86146600
2,66499993;2,60580700
2,66999993;1,48868100
2,67499993;2,41941400
2,67999993;1,11651100
2,68499993;1,86146600
2,68999993;2,79220000
2,69499993;2,41941400
2,69999993;2,41941400
2,70499993;3,35014700
2,70999993;0,93073320
2,71499993;2,79220000
2,71999993;1,48868100
2,72499993;2,60580700
2,72999993;1,30290300
2,73499993;2,60580700
2,73999993;1,67507400
2,74499993;2,97797700
2,74999993;1,48868100
2,75499993;2,04724400
2,75999993;1,86146600
2,76499993;2,41941400
2,76999993;0,18577760
2,77499993;1,86146600
2,77999993;1,30290300
2,78499993;2,97797700
2,78999993;2,41941400
2,79499993;1,86146600
2,79999993;1,86146600
2,80499993;1,86146600
2,80999993;1,86146600
2,81499993;3,16437000
2,81999993;2,41941400
2,82499993;2,41941400
2,82999993;2,79220000
2,83499993;1,86146600
2,83999993;1,86146600
2,84499993;2,23363700
2,84999993;1,48868100
2,85499993;1,86146600
2,85999993;1,48868100
2,86499993;0,74434050
2,86999993;2,04724400
2,87499993;1,48868100
2,87999993;1,86146600
2,88499993;1,11651100
2,88999993;1,48868100
2,89499993;2,79220000
2,89999993;1,86146600
2,90499993;1,86146600
2,90999993;2,23363700
2,91499993;1,11651100
2,91999993;1,67507400
2,92499993;1,11651100
2,92999993;0,55794780
2,93499993;1,30290300
2,93999993;0,93073320
2,94499993;2,04724400
2,94999993;1,48868100
2,95499993;0,74434050
2,95999993;1,11651100
2,96499993;1,86146600
2,96999992;0,74434050
2,97499992;1,67507400
2,97999992;1,48868100
2,98499992;0,93073320
2,98999992;1,86146600
2,99499992;1,11651100
2,99999992;0,93073320
3,00499992;1,30290300
3,00999992;1,86146600
3,01499992;2,41941400
3,01999992;1,86146600
3,02499992;1,11651100
3,02999992;1,67507400
3,03499992;1,86146600
3,03999992;0,93073320
3,04499992;0,93073320
3,04999992;2,79220000
3,05499992;0,37217020
3,05999992;2,23363700
3,06499992;2,41941400
3,06999992;2,41941400
3,07499992;1,11651100
3,07999992;2,23363700
3,08499992;2,97797700
3,08999992;0,74434050
3,09499992;0,93073320
3,09999992;1,48868100
3,10499992;1,86146600
3,10999992;0,74434050
3,11499992;2,41941400
3,11999992;2,41941400
3,12499992;0,93073320
3,12999992;1,86146600
3,13499992;0,18577760
3,13999992;2,04724400
3,14499992;0,93073320
3,14999992;1,30290300
3,15499992;2,41941400
3,15999992;1,86146600
3,16499992;0,00000000
3,16999992;1,48868100
3,17499992;2,04724400
3,17999992;0,93073320
3,18499992;1,30290300
3,18999992;1,86146600
3,19499992;1,86146600
3,19999992;2,41941400
3,20499992;0,93073320
3,20999992;2,41941400
3,21499992;0,74434050
3,21999992;0,18577760
3,22499992;1,30290300
3,22999992;2,04724400
3,23499992;0,93073320
3,23999992;1,48868100
3,24499992;0,55794780
3,24999992;0,18577760
3,25499992;0,37217020
3,25999992;1,30290300
3,26499992;0,74434050
3,26999992;1,67507400
3,27499992;0,74434050
3,27999992;-0,37217020
3,28499992;0,18577760
3,28999992;-0,74434050
3,29499992;1,30290300
3,29999992;-0,37217020
3,30499992;0,55794780
3,30999992;0,37217020
3,31499992;0,00000000
3,31999992;0,37217020
3,32499992;0,18577760
3,32999992;0,00000000
3,33499992;0,93073320
3,33999992;0,18577760
3,34499992;0,00000000
3,34999992;0,00000000
3,35499992;0,00000000
3,35999992;-0,37217020
3,36499991;0,00000000
3,36999991;0,18577760
3,37499991;0,00000000
3,37999991;0,37217020
3,38499991;-0,74434050
3,38999991;0,18577760
3,39499991;-0,74434050
3,39999991;-0,55794780
3,40499991;0,37217020
3,40999991;-0,37217020
3,41499991;-0,37217020
3,41999991;-0,74434050
3,42499991;0,55794780
3,42999991;-1,30290300
3,43499991;0,93073320
3,43999991;-0,74434050
3,44499991;-0,93073320
3,44999991;0,00000000
3,45499991;-0,37217020
3,45999991;-0,18577760
3,46499991;0,37217020
3,46999991;-1,11651100
3,47499991;-0,74434050
3,47999991;-0,74434050
3,48499991;-0,37217020
3,48999991;-0,74434050
3,49499991;-1,30290300
3,49999991;-1,30290300
3,50499991;-0,37217020
3,50999991;-1,11651100
3,51499991;-1,86146600
3,51999991;-0,74434050
3,52499991;-1,48868100
3,52999991;-1,11651100
3,53499991;-1,30290300
3,53999991;-0,55794780
3,54499991;-0,55794780
3,54999991;-1,67507400
3,55499991;-1,30290300
3,55999991;-0,74434050
3,56499991;-0,74434050
3,56999991;-1,48868100
3,57499991;-1,30290300
3,57999991;-2,04724400
3,58499991;-0,74434050
3,58999991;-2,23363700
3,59499991;-1,30290300
3,59999991;-0,93073320
3,60499991;-1,48868100
3,60999991;-1,67507400
3,61499991;-2,23363700
3,61999991;-2,60580700
3,62499991;-2,41941400
3,62999991;-1,67507400
3,63499991;-2,04724400
3,63999991;-1,48868100
3,64499991;-1,67507400
3,64999991;-2,23363700
3,65499991;-1,67507400
3,65999991;-2,79220000
3,66499991;-1,67507400
3,66999991;-2,04724400
3,67499991;-2,79220000
3,67999991;-1,86146600
3,68499991;-2,23363700
3,68999991;-2,60580700
3,69499991;-2,41941400
3,69999991;-1,86146600
3,70499991;-0,74434050
3,70999991;-0,93073320
3,71499991;-2,60580700
3,71999991;-2,60580700
3,72499991;-2,60580700
3,72999991;-3,16437000
3,73499991;-2,04724400
3,73999991;-2,97797700
3,74499991;-2,04724400
3,74999991;-2,04724400
3,75499991;-2,23363700
3,75999991;-2,23363700
3,76499990;-1,67507400
3,76999990;-1,67507400
3,77499990;-2,60580700
3,77999990;-1,67507400
3,78499990;-2,60580700
3,78999990;-2,97797700
3,79499990;-2,60580700
3,79999990;-1,67507400
3,80499990;-2,60580700
3,80999990;-2,60580700
3,81499990;-2,04724400
3,81999990;-2,97797700
3,82499990;-4,09510300
3,82999990;-1,86146600
3,83499990;-3,53654000
3,83999990;-3,16437000
3,84499990;-2,23363700
3,84999990;-2,97797700
3,85499990;-2,23363700
3,85999990;-3,35014700
3,86499990;-2,60580700
3,86999990;-2,41941400
3,87499990;-2,41941400
3,87999990;-4,09510300
3,88499990;-2,41941400
3,88999990;-2,60580700
3,89499990;-1,48868100
3,89999990;-2,97797700
3,90499990;-2,97797700
3,90999990;-4,09510300
3,91499990;-2,04724400
3,91999990;-3,16437000
3,92499990;-2,97797700
3,92999990;-3,53654000
3,93499990;-2,60580700
3,93999990;-2,41941400
3,94499990;-2,97797700
3,94999990;-3,72293300
3,95499990;-2,97797700
3,95999990;-2,97797700
3,96499990;-3,53654000
3,96999990;-2,97797700
3,97499990;-2,97797700
3,97999990;-4,46727300
3,98499990;-4,83944400
3,98999990;-2,60580700
3,99499990;-4,09510300
3,99999990;-3,90871000
4,00499990;-4,09510300
4,00999990;-2,04724400
4,01499990;-3,16437000
4,01999990;-3,16437000
4,02499990;-4,09510300
4,02999990;-2,41941400
4,03499990;-3,35014700
4,03999990;-3,16437000
4,04499990;-3,35014700
4,04999990;-2,97797700
4,05499990;-3,90871000
4,05999990;-3,53654000
4,06499990;-3,72293300
4,06999990;-3,35014700
4,07499990;-4,28149600
4,07999990;-3,16437000
4,08499990;-3,72293300
4,08999990;-4,65366600
4,09499990;-4,46727300
4,09999990;-4,65366600
4,10499990;-3,72293300
4,10999990;-4,09510300
4,11499990;-3,16437000
4,11999990;-3,90871000
4,12499990;-2,97797700
4,12999990;-4,28149600
4,13499990;-1,86146600
4,13999990;-4,46727300
4,14499990;-4,09510300
4,14999990;-3,16437000
4,15499990;-2,60580700
4,15999989;-3,90871000
4,16499989;-4,09510300
4,16999989;-3,35014700
4,17499989;-4,28149600
4,17999989;-3,53654000
4,18499989;-4,83944400
4,18999989;-3,16437000
4,19499989;-4,09510300
4,19999989;-3,90871000
4,20499989;-4,09510300
4,20999989;-2,60580700
4,21499989;-3,16437000
4,21999989;-5,02583600
4,22499989;-3,90871000
4,22999989;-4,46727300
4,23499989;-3,72293300
4,23999989;-3,90871000
4,24499989;-4,65366600
4,24999989;-3,16437000
4,25499989;-3,90871000
4,25999989;-2,41941400
4,26499989;-4,83944400
4,26999989;-3,90871000
4,27499989;-5,02583600
4,27999989;-4,65366600
4,28499989;-5,39800700
4,28999989;-3,90871000
4,29499989;-4,46727300
4,29999989;-5,02583600
4,30499989;-4,09510300
4,30999989;-5,39800700
4,31499989;-3,72293300
4,31999989;-4,65366600
4,32499989;-3,53654000
4,32999989;-4,65366600
4,33499989;-4,09510300
4,33999989;-4,28149600
4,34499989;-3,90871000
4,34999989;-4,28149600
4,35499989;-3,53654000
4,35999989;-4,09510300
4,36499989;-3,72293300
4,36999989;-4,46727300
4,37499989;-4,09510300
4,37999989;-4,46727300
4,38499989;-5,21222900
4,38999989;-3,72293300
4,39499989;-4,65366600
4,39999989;-3,53654000
4,40499989;-2,60580700
4,40999989;-3,16437000
4,41499989;-4,83944400
4,41999989;-3,35014700
4,42499989;-3,90871000
4,42999989;-3,53654000
4,43499989;-4,65366600
4,43999989;-3,53654000
4,44499989;-3,72293300
4,44999989;-3,90871000
4,45499989;-4,83944400
4,45999989;-3,16437000
4,46499989;-3,53654000
4,46999989;-2,60580700
4,47499989;-3,72293300
4,47999989;-2,97797700
4,48499989;-2,79220000
4,48999989;-3,16437000
4,49499989;-3,16437000
4,49999989;-2,97797700
4,50499989;-3,16437000
4,50999989;-3,53654000
4,51499989;-2,97797700
4,51999989;-3,35014700
4,52499989;-2,97797700
4,52999989;-2,60580700
4,53499989;-3,90871000
4,53999989;-2,23363700
4,54499989;-3,16437000
4,54999989;-2,79220000
4,55499988;-3,90871000
4,55999988;-1,86146600
4,56499988;-2,23363700
4,56999988;-2,04724400
4,57499988;-2,41941400
4,57999988;-2,60580700
4,58499988;-3,16437000
4,58999988;-2,04724400
4,59499988;-2,60580700
4,59999988;-1,30290300
4,60499988;-1,48868100
4,60999988;-2,04724400
4,61499988;-1,30290300
4,61999988;-2,60580700
4,62499988;-2,04724400
4,62999988;-0,74434050
4,63499988;-1,30290300
4,63999988;-1,30290300
4,64499988;-0,74434050
4,64999988;-1,30290300
4,65499988;-1,48868100
4,65999988;-2,97797700
4,66499988;-0,74434050
4,66999988;-0,55794780
4,67499988;-1,30290300
4,67999988;-0,74434050
4,68499988;-1,11651100
4,68999988;-0,93073320
4,69499988;-0,93073320
4,69999988;-0,74434050
4,70499988;0,18577760
4,70999988;0,18577760
4,71499988;-0,55794780
4,71999988;0,00000000
4,72499988;-0,18577760
4,72999988;-0,18577760
4,73499988;0,00000000
4,73999988;-1,11651100
4,74499988;-0,55794780
4,74999988;-0,37217020
4,75499988;-0,55794780
4,75999988;0,00000000
4,76499988;0,74434050
4,76999988;-0,37217020
4,77499988;0,55794780
4,77999988;0,18577760
4,78499988;-0,74434050
4,78999988;0,18577760
4,79499988;0,37217020
4,79999988;-0,93073320
4,80499988;-0,74434050
4,80999988;0,00000000
4,81499988;0,18577760
4,81999988;-0,37217020
4,82499988;0,00000000
4,82999988;0,18577760
4,83499988;-1,11651100
4,83999988;0,37217020
4,84499988;0,55794780
4,84999988;-0,18577760
4,85499988;0,00000000
4,85999988;-0,55794780
4,86499988;1,11651100
4,86999988;0,00000000
4,87499988;1,48868100
4,87999988;0,37217020
4,88499988;0,55794780
4,88999988;-0,18577760
4,89499988;0,55794780
4,89999988;0,18577760
4,90499988;1,30290300
4,90999988;0,00000000
4,91499988;0,55794780
4,91999988;2,04724400
4,92499988;0,55794780
4,92999988;0,18577760
4,93499988;0,93073320
4,93999988;-0,37217020
4,94499988;0,00000000
4,94999987;-0,55794780
4,95499987;-0,55794780
4,95999987;-0,18577760
4,96499987;-0,74434050
4,96999987;1,11651100
4,97499987;1,11651100
4,97999987;0,55794780
4,98499987;0,55794780
4,98999987;0,55794780
4,99499987;0,00000000
4,99999987;0,37217020
5,00499987;0,55794780
5,00999987;0,18577760
5,01499987;0,37217020
5,01999987;0,18577760
5,02499987;-1,11651100
5,02999987;-0,18577760
5,03499987;0,00000000
5,03999987;0,18577760
5,04499987;0,55794780
5,04999987;-0,37217020
5,05499987;0,00000000
5,05999987;-0,55794780
5,06499987;-0,37217020
5,06999987;0,18577760
5,07499987;-0,93073320
5,07999987;0,37217020
5,08499987;-0,74434050
5,08999987;0,18577760
5,09499987;0,00000000
5,09999987;0,55794780
5,10499987;0,00000000
5,10999987;-0,37217020
5,11499987;-0,18577760
5,11999987;0,18577760
5,12499987;0,74434050
5,12999987;-0,74434050
5,13499987;-0,74434050
5,13999987;-0,55794780
5,14499987;-0,37217020
5,14999987;0,74434050
5,15499987;0,37217020
5,15999987;-0,37217020
5,16499987;-0,37217020
5,16999987;0,18577760
5,17499987;0,93073320
5,17999987;0,00000000
5,18499987;0,55794780
5,18999987;1,11651100
5,19499987;0,74434050
5,19999987;-0,37217020
5,20499987;0,37217020
5,20999987;0,00000000
5,21499987;-0,18577760
5,21999987;0,00000000
5,22499987;-1,11651100
5,22999987;0,93073320
5,23499987;-1,67507400
5,23999987;0,00000000
5,24499987;-1,11651100
5,24999987;0,74434050
5,25499987;-0,93073320
5,25999987;0,93073320
5,26499987;0,18577760
5,26999987;1,11651100
5,27499987;-0,55794780
5,27999987;0,18577760
5,28499987;0,18577760
5,28999987;0,93073320
5,29499987;-0,93073320
5,29999987;0,18577760
5,30499987;-0,18577760
5,30999987;-0,18577760
5,31499987;-0,74434050
5,31999987;-0,18577760
5,32499987;1,11651100
5,32999987;0,00000000
5,33499987;0,00000000
5,33999987;-0,74434050
5,34499986;0,37217020
5,34999986;-0,74434050
5,35499986;0,00000000
5,35999986;-0,93073320
5,36499986;-0,37217020
5,36999986;-0,93073320
5,37499986;0,37217020
5,37999986;-0,18577760
5,38499986;-0,55794780
5,38999986;0,55794780
5,39499986;0,18577760
5,39999986;0,37217020
5,40499986;0,55794780
5,40999986;-0,18577760
5,41499986;0,18577760
5,41999986;-0,74434050
5,42499986;0,37217020
5,42999986;-1,11651100
5,43499986;-0,37217020
5,43999986;-0,55794780
5,44499986;0,55794780
5,44999986;-0,55794780
5,45499986;0,00000000
5,45999986;1,11651100
5,46499986;0,18577760
5,46999986;-0,37217020
5,47499986;-0,55794780
5,47999986;0,55794780
5,48499986;1,48868100
5,48999986;0,18577760
5,49499986;0,55794780
5,49999986;0,55794780
5,50499986;0,93073320
5,50999986;0,00000000
5,51499986;0,74434050
5,51999986;0,18577760
5,52499986;0,93073320
5,52999986;0,18577760
5,53499986;0,74434050
5,53999986;0,93073320
5,54499986;0,55794780
5,54999986;1,48868100
5,55499986;1,48868100
